## Tue Sep  1 17:16:42 2026
## emapper-2.1.13
## /opt/venv/bin/emapper.py -i input.fasta -o query --output_dir output --temp_dir output --data_dir /data --cpu 10 --override --itype proteins -m diamond --dmnd_iterate no
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G000100.1	3847.GLYMA15G43289.1	1.15e-45	164.0	COG0147@1|root,COG0596@1|root,KOG1223@2759|Eukaryota,KOG2382@2759|Eukaryota,37RRC@33090|Viridiplantae,3GENA@35493|Streptophyta,4JEFI@91835|fabids	35493|Streptophyta	E	Protein PHYLLO, chloroplastic-like	-	GO:0006732,GO:0006766,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009110,GO:0009987,GO:0010109,GO:0019222,GO:0031323,GO:0042180,GO:0042181,GO:0042372,GO:0042374,GO:0042548,GO:0042550,GO:0043467,GO:0044237,GO:0044249,GO:0044281,GO:0044283,GO:0050789,GO:0050794,GO:0051186,GO:0051188,GO:0065007,GO:0071704,GO:1901576,GO:1901661,GO:1901663	2.2.1.9,4.2.1.113,4.2.99.20,5.4.4.2	ko:K14759	ko00130,ko01100,ko01110,map00130,map01100,map01110	-	R01717,R04031,R08165,R08166	RC00588,RC01053,RC02148,RC02186,RC02475	ko00000,ko00001,ko01000	-	-	-	Abhydrolase_1,Abhydrolase_6,MR_MLE_C,TPP_enzyme_C,TPP_enzyme_M_2,TPP_enzyme_N
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G002200.4	3847.GLYMA01G00481.1	1.44e-296	820.0	2CN91@1|root,2QUJJ@2759|Eukaryota,37KP0@33090|Viridiplantae,3G9UA@35493|Streptophyta,4JHHC@91835|fabids	35493|Streptophyta	T	LRR receptor-like serine threonine-protein kinase	PRK1	GO:0000003,GO:0000902,GO:0000904,GO:0001558,GO:0003006,GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0005575,GO:0005623,GO:0005886,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009653,GO:0009826,GO:0009846,GO:0009856,GO:0009860,GO:0009932,GO:0009987,GO:0010769,GO:0016020,GO:0016043,GO:0016049,GO:0016301,GO:0016310,GO:0016324,GO:0016740,GO:0016772,GO:0016773,GO:0019538,GO:0022414,GO:0022603,GO:0022604,GO:0030154,GO:0032501,GO:0032502,GO:0032989,GO:0036211,GO:0040007,GO:0040008,GO:0042995,GO:0043170,GO:0043412,GO:0043900,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044425,GO:0044459,GO:0044464,GO:0044706,GO:0045177,GO:0045595,GO:0048468,GO:0048588,GO:0048589,GO:0048638,GO:0048856,GO:0048868,GO:0048869,GO:0050789,GO:0050793,GO:0050794,GO:0051128,GO:0051239,GO:0051510,GO:0051704,GO:0060284,GO:0060560,GO:0065007,GO:0071704,GO:0071840,GO:0071944,GO:0080092,GO:0090406,GO:0098590,GO:0120025,GO:0140096,GO:1901564,GO:2000241	2.7.11.1	ko:K04730	ko04010,ko04064,ko04620,ko04624,ko04722,ko05133,ko05140,ko05142,ko05145,ko05152,ko05162,ko05169,map04010,map04064,map04620,map04624,map04722,map05133,map05140,map05142,map05145,map05152,map05162,map05169	M00686	-	-	ko00000,ko00001,ko00002,ko01000,ko01001	-	-	-	LRRNT_2,LRR_1,LRR_8,Pkinase,Pkinase_Tyr
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G002200.5	3847.GLYMA01G00481.1	2.73e-221	627.0	2CN91@1|root,2QUJJ@2759|Eukaryota,37KP0@33090|Viridiplantae,3G9UA@35493|Streptophyta,4JHHC@91835|fabids	35493|Streptophyta	T	LRR receptor-like serine threonine-protein kinase	PRK1	GO:0000003,GO:0000902,GO:0000904,GO:0001558,GO:0003006,GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0005575,GO:0005623,GO:0005886,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009653,GO:0009826,GO:0009846,GO:0009856,GO:0009860,GO:0009932,GO:0009987,GO:0010769,GO:0016020,GO:0016043,GO:0016049,GO:0016301,GO:0016310,GO:0016324,GO:0016740,GO:0016772,GO:0016773,GO:0019538,GO:0022414,GO:0022603,GO:0022604,GO:0030154,GO:0032501,GO:0032502,GO:0032989,GO:0036211,GO:0040007,GO:0040008,GO:0042995,GO:0043170,GO:0043412,GO:0043900,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044425,GO:0044459,GO:0044464,GO:0044706,GO:0045177,GO:0045595,GO:0048468,GO:0048588,GO:0048589,GO:0048638,GO:0048856,GO:0048868,GO:0048869,GO:0050789,GO:0050793,GO:0050794,GO:0051128,GO:0051239,GO:0051510,GO:0051704,GO:0060284,GO:0060560,GO:0065007,GO:0071704,GO:0071840,GO:0071944,GO:0080092,GO:0090406,GO:0098590,GO:0120025,GO:0140096,GO:1901564,GO:2000241	2.7.11.1	ko:K04730	ko04010,ko04064,ko04620,ko04624,ko04722,ko05133,ko05140,ko05142,ko05145,ko05152,ko05162,ko05169,map04010,map04064,map04620,map04624,map04722,map05133,map05140,map05142,map05145,map05152,map05162,map05169	M00686	-	-	ko00000,ko00001,ko00002,ko01000,ko01001	-	-	-	LRRNT_2,LRR_1,LRR_8,Pkinase,Pkinase_Tyr
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G002200.6	3847.GLYMA01G00481.1	8.34e-199	568.0	2CN91@1|root,2QUJJ@2759|Eukaryota,37KP0@33090|Viridiplantae,3G9UA@35493|Streptophyta,4JHHC@91835|fabids	35493|Streptophyta	T	LRR receptor-like serine threonine-protein kinase	PRK1	GO:0000003,GO:0000902,GO:0000904,GO:0001558,GO:0003006,GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0005575,GO:0005623,GO:0005886,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009653,GO:0009826,GO:0009846,GO:0009856,GO:0009860,GO:0009932,GO:0009987,GO:0010769,GO:0016020,GO:0016043,GO:0016049,GO:0016301,GO:0016310,GO:0016324,GO:0016740,GO:0016772,GO:0016773,GO:0019538,GO:0022414,GO:0022603,GO:0022604,GO:0030154,GO:0032501,GO:0032502,GO:0032989,GO:0036211,GO:0040007,GO:0040008,GO:0042995,GO:0043170,GO:0043412,GO:0043900,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044425,GO:0044459,GO:0044464,GO:0044706,GO:0045177,GO:0045595,GO:0048468,GO:0048588,GO:0048589,GO:0048638,GO:0048856,GO:0048868,GO:0048869,GO:0050789,GO:0050793,GO:0050794,GO:0051128,GO:0051239,GO:0051510,GO:0051704,GO:0060284,GO:0060560,GO:0065007,GO:0071704,GO:0071840,GO:0071944,GO:0080092,GO:0090406,GO:0098590,GO:0120025,GO:0140096,GO:1901564,GO:2000241	2.7.11.1	ko:K04730	ko04010,ko04064,ko04620,ko04624,ko04722,ko05133,ko05140,ko05142,ko05145,ko05152,ko05162,ko05169,map04010,map04064,map04620,map04624,map04722,map05133,map05140,map05142,map05145,map05152,map05162,map05169	M00686	-	-	ko00000,ko00001,ko00002,ko01000,ko01001	-	-	-	LRRNT_2,LRR_1,LRR_8,Pkinase,Pkinase_Tyr
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G002300.1	3847.GLYMA01G00490.2	0.0	1507.0	COG0515@1|root,2QUM2@2759|Eukaryota,37QBE@33090|Viridiplantae,3GD2Z@35493|Streptophyta,4JRBH@91835|fabids	35493|Streptophyta	T	U-box domain-containing protein	-	-	2.7.11.1	ko:K04733	ko04010,ko04064,ko04620,ko04621,ko04624,ko04722,ko05133,ko05140,ko05142,ko05145,ko05152,ko05162,ko05164,map04010,map04064,map04620,map04621,map04624,map04722,map05133,map05140,map05142,map05145,map05152,map05162,map05164	M00686	-	-	ko00000,ko00001,ko00002,ko01000,ko01001	-	-	-	Pkinase,Pkinase_Tyr,Usp
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G002300.2	3847.GLYMA01G00490.2	0.0	1503.0	COG0515@1|root,2QUM2@2759|Eukaryota,37QBE@33090|Viridiplantae,3GD2Z@35493|Streptophyta,4JRBH@91835|fabids	35493|Streptophyta	T	U-box domain-containing protein	-	-	2.7.11.1	ko:K04733	ko04010,ko04064,ko04620,ko04621,ko04624,ko04722,ko05133,ko05140,ko05142,ko05145,ko05152,ko05162,ko05164,map04010,map04064,map04620,map04621,map04624,map04722,map05133,map05140,map05142,map05145,map05152,map05162,map05164	M00686	-	-	ko00000,ko00001,ko00002,ko01000,ko01001	-	-	-	Pkinase,Pkinase_Tyr,Usp
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G002400.1	225117.XP_009370028.1	1.28e-20	91.3	2AMXX@1|root,2S086@2759|Eukaryota,37V34@33090|Viridiplantae,3GITP@35493|Streptophyta,4JQ30@91835|fabids	35493|Streptophyta	S	zinc-finger of the FCS-type, C2-C2	-	-	-	-	-	-	-	-	-	-	-	-	zf-FLZ
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G002500.1	3847.GLYMA01G00510.1	0.0	2028.0	28JYJ@1|root,2QV9B@2759|Eukaryota,37PXW@33090|Viridiplantae,3GCSQ@35493|Streptophyta,4JDZ3@91835|fabids	35493|Streptophyta	K	Auxin response factors (ARFs) are transcriptional factors that bind specifically to the DNA sequence 5'-TGTCTC-3' found in the auxin-responsive promoter elements (AuxREs)	-	GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006355,GO:0007154,GO:0007165,GO:0007275,GO:0008150,GO:0009314,GO:0009416,GO:0009605,GO:0009606,GO:0009628,GO:0009629,GO:0009630,GO:0009637,GO:0009638,GO:0009653,GO:0009719,GO:0009723,GO:0009725,GO:0009733,GO:0009785,GO:0009791,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010015,GO:0010033,GO:0010101,GO:0010102,GO:0010311,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0019219,GO:0019222,GO:0022622,GO:0023052,GO:0030522,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0032501,GO:0032502,GO:0042221,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0045893,GO:0045935,GO:0048364,GO:0048366,GO:0048367,GO:0048518,GO:0048522,GO:0048527,GO:0048528,GO:0048646,GO:0048731,GO:0048827,GO:0048856,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0051716,GO:0060255,GO:0065007,GO:0071214,GO:0071478,GO:0071482,GO:0071483,GO:0080090,GO:0090696,GO:0090697,GO:0090698,GO:0097159,GO:0099402,GO:0104004,GO:0140110,GO:1901363,GO:1902680,GO:1903506,GO:1903508,GO:1905392,GO:1905393,GO:2000112,GO:2001141	-	ko:K14486	ko04075,map04075	-	-	-	ko00000,ko00001	-	-	-	AUX_IAA,Auxin_resp,B3
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G002500.3	3847.GLYMA01G00510.1	0.0	1732.0	28JYJ@1|root,2QV9B@2759|Eukaryota,37PXW@33090|Viridiplantae,3GCSQ@35493|Streptophyta,4JDZ3@91835|fabids	35493|Streptophyta	K	Auxin response factors (ARFs) are transcriptional factors that bind specifically to the DNA sequence 5'-TGTCTC-3' found in the auxin-responsive promoter elements (AuxREs)	-	GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006355,GO:0007154,GO:0007165,GO:0007275,GO:0008150,GO:0009314,GO:0009416,GO:0009605,GO:0009606,GO:0009628,GO:0009629,GO:0009630,GO:0009637,GO:0009638,GO:0009653,GO:0009719,GO:0009723,GO:0009725,GO:0009733,GO:0009785,GO:0009791,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010015,GO:0010033,GO:0010101,GO:0010102,GO:0010311,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0019219,GO:0019222,GO:0022622,GO:0023052,GO:0030522,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0032501,GO:0032502,GO:0042221,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0045893,GO:0045935,GO:0048364,GO:0048366,GO:0048367,GO:0048518,GO:0048522,GO:0048527,GO:0048528,GO:0048646,GO:0048731,GO:0048827,GO:0048856,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0051716,GO:0060255,GO:0065007,GO:0071214,GO:0071478,GO:0071482,GO:0071483,GO:0080090,GO:0090696,GO:0090697,GO:0090698,GO:0097159,GO:0099402,GO:0104004,GO:0140110,GO:1901363,GO:1902680,GO:1903506,GO:1903508,GO:1905392,GO:1905393,GO:2000112,GO:2001141	-	ko:K14486	ko04075,map04075	-	-	-	ko00000,ko00001	-	-	-	AUX_IAA,Auxin_resp,B3
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G002500.2	3847.GLYMA01G00510.1	0.0	1821.0	28JYJ@1|root,2QV9B@2759|Eukaryota,37PXW@33090|Viridiplantae,3GCSQ@35493|Streptophyta,4JDZ3@91835|fabids	35493|Streptophyta	K	Auxin response factors (ARFs) are transcriptional factors that bind specifically to the DNA sequence 5'-TGTCTC-3' found in the auxin-responsive promoter elements (AuxREs)	-	GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006355,GO:0007154,GO:0007165,GO:0007275,GO:0008150,GO:0009314,GO:0009416,GO:0009605,GO:0009606,GO:0009628,GO:0009629,GO:0009630,GO:0009637,GO:0009638,GO:0009653,GO:0009719,GO:0009723,GO:0009725,GO:0009733,GO:0009785,GO:0009791,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010015,GO:0010033,GO:0010101,GO:0010102,GO:0010311,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0019219,GO:0019222,GO:0022622,GO:0023052,GO:0030522,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0032501,GO:0032502,GO:0042221,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0045893,GO:0045935,GO:0048364,GO:0048366,GO:0048367,GO:0048518,GO:0048522,GO:0048527,GO:0048528,GO:0048646,GO:0048731,GO:0048827,GO:0048856,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0051716,GO:0060255,GO:0065007,GO:0071214,GO:0071478,GO:0071482,GO:0071483,GO:0080090,GO:0090696,GO:0090697,GO:0090698,GO:0097159,GO:0099402,GO:0104004,GO:0140110,GO:1901363,GO:1902680,GO:1903506,GO:1903508,GO:1905392,GO:1905393,GO:2000112,GO:2001141	-	ko:K14486	ko04075,map04075	-	-	-	ko00000,ko00001	-	-	-	AUX_IAA,Auxin_resp,B3
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G002500.4	3847.GLYMA01G00510.1	0.0	2117.0	28JYJ@1|root,2QV9B@2759|Eukaryota,37PXW@33090|Viridiplantae,3GCSQ@35493|Streptophyta,4JDZ3@91835|fabids	35493|Streptophyta	K	Auxin response factors (ARFs) are transcriptional factors that bind specifically to the DNA sequence 5'-TGTCTC-3' found in the auxin-responsive promoter elements (AuxREs)	-	GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006355,GO:0007154,GO:0007165,GO:0007275,GO:0008150,GO:0009314,GO:0009416,GO:0009605,GO:0009606,GO:0009628,GO:0009629,GO:0009630,GO:0009637,GO:0009638,GO:0009653,GO:0009719,GO:0009723,GO:0009725,GO:0009733,GO:0009785,GO:0009791,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010015,GO:0010033,GO:0010101,GO:0010102,GO:0010311,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0019219,GO:0019222,GO:0022622,GO:0023052,GO:0030522,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0032501,GO:0032502,GO:0042221,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0045893,GO:0045935,GO:0048364,GO:0048366,GO:0048367,GO:0048518,GO:0048522,GO:0048527,GO:0048528,GO:0048646,GO:0048731,GO:0048827,GO:0048856,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0051716,GO:0060255,GO:0065007,GO:0071214,GO:0071478,GO:0071482,GO:0071483,GO:0080090,GO:0090696,GO:0090697,GO:0090698,GO:0097159,GO:0099402,GO:0104004,GO:0140110,GO:1901363,GO:1902680,GO:1903506,GO:1903508,GO:1905392,GO:1905393,GO:2000112,GO:2001141	-	ko:K14486	ko04075,map04075	-	-	-	ko00000,ko00001	-	-	-	AUX_IAA,Auxin_resp,B3
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G002500.5	3847.GLYMA01G00510.1	0.0	1652.0	28JYJ@1|root,2QV9B@2759|Eukaryota,37PXW@33090|Viridiplantae,3GCSQ@35493|Streptophyta,4JDZ3@91835|fabids	35493|Streptophyta	K	Auxin response factors (ARFs) are transcriptional factors that bind specifically to the DNA sequence 5'-TGTCTC-3' found in the auxin-responsive promoter elements (AuxREs)	-	GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006355,GO:0007154,GO:0007165,GO:0007275,GO:0008150,GO:0009314,GO:0009416,GO:0009605,GO:0009606,GO:0009628,GO:0009629,GO:0009630,GO:0009637,GO:0009638,GO:0009653,GO:0009719,GO:0009723,GO:0009725,GO:0009733,GO:0009785,GO:0009791,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010015,GO:0010033,GO:0010101,GO:0010102,GO:0010311,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0019219,GO:0019222,GO:0022622,GO:0023052,GO:0030522,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0032501,GO:0032502,GO:0042221,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0045893,GO:0045935,GO:0048364,GO:0048366,GO:0048367,GO:0048518,GO:0048522,GO:0048527,GO:0048528,GO:0048646,GO:0048731,GO:0048827,GO:0048856,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0051716,GO:0060255,GO:0065007,GO:0071214,GO:0071478,GO:0071482,GO:0071483,GO:0080090,GO:0090696,GO:0090697,GO:0090698,GO:0097159,GO:0099402,GO:0104004,GO:0140110,GO:1901363,GO:1902680,GO:1903506,GO:1903508,GO:1905392,GO:1905393,GO:2000112,GO:2001141	-	ko:K14486	ko04075,map04075	-	-	-	ko00000,ko00001	-	-	-	AUX_IAA,Auxin_resp,B3
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G002500.6	3847.GLYMA01G00510.1	0.0	1821.0	28JYJ@1|root,2QV9B@2759|Eukaryota,37PXW@33090|Viridiplantae,3GCSQ@35493|Streptophyta,4JDZ3@91835|fabids	35493|Streptophyta	K	Auxin response factors (ARFs) are transcriptional factors that bind specifically to the DNA sequence 5'-TGTCTC-3' found in the auxin-responsive promoter elements (AuxREs)	-	GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006355,GO:0007154,GO:0007165,GO:0007275,GO:0008150,GO:0009314,GO:0009416,GO:0009605,GO:0009606,GO:0009628,GO:0009629,GO:0009630,GO:0009637,GO:0009638,GO:0009653,GO:0009719,GO:0009723,GO:0009725,GO:0009733,GO:0009785,GO:0009791,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010015,GO:0010033,GO:0010101,GO:0010102,GO:0010311,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0019219,GO:0019222,GO:0022622,GO:0023052,GO:0030522,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0032501,GO:0032502,GO:0042221,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0045893,GO:0045935,GO:0048364,GO:0048366,GO:0048367,GO:0048518,GO:0048522,GO:0048527,GO:0048528,GO:0048646,GO:0048731,GO:0048827,GO:0048856,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0051716,GO:0060255,GO:0065007,GO:0071214,GO:0071478,GO:0071482,GO:0071483,GO:0080090,GO:0090696,GO:0090697,GO:0090698,GO:0097159,GO:0099402,GO:0104004,GO:0140110,GO:1901363,GO:1902680,GO:1903506,GO:1903508,GO:1905392,GO:1905393,GO:2000112,GO:2001141	-	ko:K14486	ko04075,map04075	-	-	-	ko00000,ko00001	-	-	-	AUX_IAA,Auxin_resp,B3
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G002600.1	3847.GLYMA01G00520.2	2.41e-232	638.0	KOG4161@1|root,KOG4161@2759|Eukaryota,37JJQ@33090|Viridiplantae,3GES3@35493|Streptophyta,4JE0Y@91835|fabids	35493|Streptophyta	BK	methyl-CpG-binding domain-containing protein 2-like	MBD12	GO:0000166,GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0008327,GO:0019899,GO:0036094,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043565,GO:0044424,GO:0044464,GO:0097159,GO:1901265,GO:1901363	-	-	-	-	-	-	-	-	-	-	MBD,zf-CW
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G002800.1	3847.GLYMA01G00530.2	0.0	986.0	COG0168@1|root,KOG1341@2759|Eukaryota,37J7T@33090|Viridiplantae,3G8X0@35493|Streptophyta,4JG7C@91835|fabids	35493|Streptophyta	P	Sodium transporter hkt1-like	HKT1	GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006813,GO:0006814,GO:0006950,GO:0006970,GO:0008150,GO:0008324,GO:0009628,GO:0009651,GO:0015075,GO:0015077,GO:0015081,GO:0015318,GO:0015672,GO:0016020,GO:0022857,GO:0022890,GO:0030001,GO:0034220,GO:0035725,GO:0044464,GO:0046873,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0071944,GO:0098655,GO:0098660,GO:0098662	-	-	-	-	-	-	-	-	-	-	TrkH
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G002900.1	3847.GLYMA01G00541.1	4.17e-165	461.0	2AFWG@1|root,2RYYJ@2759|Eukaryota,37U6F@33090|Viridiplantae,3GJ8D@35493|Streptophyta,4JPMD@91835|fabids	35493|Streptophyta	T	phospholipase	-	GO:0003674,GO:0003824,GO:0004620,GO:0004623,GO:0005488,GO:0005509,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0005794,GO:0008289,GO:0012505,GO:0016298,GO:0016787,GO:0016788,GO:0043167,GO:0043169,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464,GO:0046872,GO:0052689	3.1.1.4	ko:K01047	ko00564,ko00565,ko00590,ko00591,ko00592,ko01100,ko01110,ko04014,ko04270,ko04972,ko04975,map00564,map00565,map00590,map00591,map00592,map01100,map01110,map04014,map04270,map04972,map04975	-	R01315,R01317,R02053,R07064,R07379,R07387,R07859	RC00037,RC00094	ko00000,ko00001,ko01000,ko03036	-	-	-	-
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G003000.1	3847.GLYMA07G15570.1	7.4e-26	105.0	2CMA8@1|root,2QPSC@2759|Eukaryota,37UB5@33090|Viridiplantae,3G8SA@35493|Streptophyta,4JPV9@91835|fabids	35493|Streptophyta	L	Protein OSB2, chloroplastic-like	-	GO:0000229,GO:0005575,GO:0005622,GO:0005623,GO:0005694,GO:0005737,GO:0009295,GO:0009508,GO:0009532,GO:0009536,GO:0042646,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0044422,GO:0044424,GO:0044435,GO:0044444,GO:0044446,GO:0044464	-	-	-	-	-	-	-	-	-	-	SSB
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G003000.2	3847.GLYMA07G15570.1	7.4e-26	105.0	2CMA8@1|root,2QPSC@2759|Eukaryota,37UB5@33090|Viridiplantae,3G8SA@35493|Streptophyta,4JPV9@91835|fabids	35493|Streptophyta	L	Protein OSB2, chloroplastic-like	-	GO:0000229,GO:0005575,GO:0005622,GO:0005623,GO:0005694,GO:0005737,GO:0009295,GO:0009508,GO:0009532,GO:0009536,GO:0042646,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0044422,GO:0044424,GO:0044435,GO:0044444,GO:0044446,GO:0044464	-	-	-	-	-	-	-	-	-	-	SSB
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G003000.3	3847.GLYMA07G15570.1	7.4e-26	105.0	2CMA8@1|root,2QPSC@2759|Eukaryota,37UB5@33090|Viridiplantae,3G8SA@35493|Streptophyta,4JPV9@91835|fabids	35493|Streptophyta	L	Protein OSB2, chloroplastic-like	-	GO:0000229,GO:0005575,GO:0005622,GO:0005623,GO:0005694,GO:0005737,GO:0009295,GO:0009508,GO:0009532,GO:0009536,GO:0042646,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0044422,GO:0044424,GO:0044435,GO:0044444,GO:0044446,GO:0044464	-	-	-	-	-	-	-	-	-	-	SSB
